Output Data 1,Other Data 2
0.0113752701626663,1
0.0113752701626663,1
0.0113752701626663,1
0.0227505403253327,2
0.0113752701626663,1
0.034125810487999,3
0.0113752701626663,1
0.0113752701626663,1
0.0455010806506654,4
0.0113752701626663,1
